Year Month,Postal Code,Customer Class,Total Gallons
202203,78717,Irrigation - Commercial,3928800
202203,78719,Irrigation - Commercial,335400
202203,78719,Irrigation - City of Austin,24500
202203,78719,Wholesale,2898700
202203,78719,City of Austin,5129900
202203,78719,Austin Water Utility,496400
202203,78719,Commercial,7460100
202203,78721,City of Austin,945800
202203,78721,Irrigation - Commercial,674400
202203,78721,Irrigation - City of Austin,32100
202203,78721,Austin Water Utility,6400
202203,78721,Commercial,7010600
202203,78722,City of Austin,16800
202203,78722,Irrigation - Commercial,622100
202203,78722,Irrigation - City of Austin,10100
202203,78722,Commercial,3273300
202203,78723,Austin Water Utility,57000
202203,78723,City of Austin,1940500
202203,78723,Irrigation - Commercial,1479900
202203,78723,Irrigation - City of Austin,33000
202203,78723,Commercial,18434600
202203,78724,Irrigation - City of Austin,50700
202203,78724,City of Austin,8793600
202203,78724,Austin Water Utility,0
202203,78724,Commercial,6751700
202203,78724,Irrigation - Commercial,4813100
202203,78725,Irrigation - Commercial,310300
202203,78725,Large Volume,44703000
202203,78725,City of Austin,813100
202203,78725,Austin Water Utility,178100
202203,78725,Commercial,11477700
202203,78725,Wholesale,1543700
202203,78726,Irrigation - Commercial,1879200
202203,78726,City of Austin,10000
202203,78726,Commercial,5590700
202203,78726,Austin Water Utility,0
202203,78727,Commercial,9460900
202203,78727,Irrigation - Commercial,3329600
202203,78727,Irrigation - City of Austin,100
202203,78727,City of Austin,20800
202203,78728,Commercial,17706400
202203,78728,Wholesale,32782500
202203,78728,Irrigation - Commercial,2692000
202203,78729,Irrigation - Commercial,2542800
202203,78729,Austin Water Utility,0
202203,78729,Irrigation - City of Austin,13500
202203,78729,City of Austin,125600
202203,78729,Wholesale,49368900
202203,78729,Commercial,13036300
202203,78730,City of Austin,4900
202203,78730,Commercial,2655300
202203,78730,Irrigation - Commercial,1383300
202203,78731,Commercial,11674400
202203,78731,Austin Water Utility,0
202203,78731,Irrigation - City of Austin,205000
202203,78731,Irrigation - Commercial,2292400
202203,78731,City of Austin,68300
202203,78732,Austin Water Utility,1000
202203,78732,Commercial,96100
202203,78735,Austin Water Utility,0
202203,78735,Large Volume,24997000
202203,78735,Commercial,9105800
202203,78735,Irrigation - Commercial,3232400
202203,78735,City of Austin,114000
202203,78735,Wholesale,979100
202203,78736,Commercial,1398900
202203,78736,Irrigation - Commercial,974100
202203,78737,Commercial,261700
202203,78737,Wholesale,404000
202203,78737,Irrigation - Commercial,282500
202203,78739,Irrigation - Commercial,821800
202203,78739,City of Austin,34800
202203,78739,Commercial,1655500
202203,78739,Irrigation - City of Austin,500
202203,78739,Wholesale,13583700
202203,78741,City of Austin,706400
202203,78741,Austin Water Utility,0
202203,78741,Irrigation - Commercial,1752700
202203,78741,Large Volume,35192700
202203,78741,Irrigation - City of Austin,1347600
202203,78741,Commercial,19873700
202203,78742,City of Austin,4900
202203,78742,Austin Water Utility,0
202203,78742,Commercial,1481500
202203,78742,Irrigation - Commercial,31700
202203,78744,Commercial,31303500
202203,78744,Irrigation - Commercial,5711000
202203,78744,Wholesale,5415000
202203,78744,City of Austin,458100
202203,78744,Austin Water Utility,369900
202203,78744,Irrigation - City of Austin,164100
202203,78745,City of Austin,1210400
202203,78745,Irrigation - City of Austin,100
202203,78745,Commercial,28045700
202203,78745,Irrigation - Commercial,2959100
202203,78745,Wholesale,3064300
202203,78746,Wholesale,47738600
202203,78746,Irrigation - Commercial,2265100
202203,78746,Austin Water Utility,168700
202203,78746,City of Austin,571500
202203,78746,Irrigation - City of Austin,149000
202203,78746,Commercial,10322700
202203,78747,Commercial,3458300
202203,78747,Wholesale,1400000
202203,78747,Austin Water Utility,0
202203,78747,Irrigation - Commercial,971400
202203,78748,City of Austin,36800
202203,78748,Irrigation - Commercial,3419400
202203,78748,Austin Water Utility,24100
202203,78748,Wholesale,867700
202203,78748,Irrigation - City of Austin,13000
202203,78748,Commercial,14498100
202203,78749,Commercial,11803300
202203,78749,Austin Water Utility,3000
202203,78749,Wholesale,1237000
202203,78749,Irrigation - Commercial,4403000
202203,78749,Irrigation - City of Austin,0
202203,78749,City of Austin,179800
202203,78750,Commercial,8940900
202203,78750,Austin Water Utility,1533600
202203,78750,Irrigation - Commercial,2637700
202203,78750,City of Austin,99000
202203,78750,Irrigation - City of Austin,100
202203,78751,Irrigation - Commercial,444300
202203,78751,Irrigation - City of Austin,5000
202203,78751,Commercial,13657500
202203,78751,City of Austin,271300
202203,78752,Irrigation - City of Austin,19100
202203,78752,Irrigation - Commercial,1237800
202203,78752,Commercial,19810600
202203,78752,City of Austin,632500
202203,78753,Irrigation - City of Austin,176900
202203,78753,Commercial,30921800
202203,78753,Austin Water Utility,1500
202203,78753,Irrigation - Commercial,6899200
202203,78753,City of Austin,49400
202203,78754,Irrigation - Commercial,2030600
202203,78754,Austin Water Utility,0
202203,78754,Irrigation - City of Austin,100
202203,78754,City of Austin,270300
202203,78754,Commercial,9497300
202203,78754,Large Volume,174813500
202203,78756,City of Austin,18100
202203,78756,Commercial,7980700
202203,78756,Irrigation - Commercial,299300
202203,78756,Austin Water Utility,23200
202203,78757,Irrigation - Commercial,675400
202203,78757,City of Austin,338700
202203,78757,Irrigation - City of Austin,4300
202203,78757,Commercial,14937800
202203,78758,Commercial,51183000
202203,78758,Irrigation - Commercial,10233700
202203,78758,City of Austin,2081000
202203,78758,Irrigation - City of Austin,5100
202203,78759,Irrigation - Commercial,5267600
202203,78759,City of Austin,34800
202203,78759,Austin Water Utility,0
202203,78759,Commercial,31064300
202203,78759,Irrigation - City of Austin,1300
202204,78610,Irrigation - Commercial,95800
202204,78610,Commercial,40700
202204,78610,Austin Water Utility,0
202204,78613,Irrigation - Commercial,1397500
202204,78613,Commercial,3368300
202204,78613,Austin Water Utility,0
202204,78617,City of Austin,6156000
202204,78617,Austin Water Utility,36500
202204,78617,Commercial,11437100
202204,78617,Irrigation - Commercial,925300
202204,78617,Irrigation - City of Austin,74800
202204,78640,Commercial,143500
202204,78652,Irrigation - Commercial,424500
202204,78652,Commercial,158200
202204,78653,Austin Water Utility,0
202204,78653,Irrigation - Commercial,578100
202204,78653,City of Austin,0
202204,78653,Wholesale,0
202204,78653,Commercial,3907300
202204,78660,Commercial,5909900
202204,78660,Austin Water Utility,0
202204,78660,Irrigation - City of Austin,0
202204,78660,Irrigation - Commercial,1916900
202204,78660,Wholesale,22843700
202204,78681,Irrigation - Commercial,112800
202204,78681,Commercial,515200
202204,78701,Austin Water Utility,166100
202204,78701,Irrigation - City of Austin,163400
202204,78701,Large Volume,0
202204,78701,City of Austin,7937700
202204,78701,Irrigation - Commercial,3381300
202204,78701,Commercial,68394600
202204,78702,Commercial,21159900
202204,78702,Irrigation - City of Austin,326400
202204,78702,City of Austin,1503600
202204,78702,Austin Water Utility,72000
202204,78702,Irrigation - Commercial,2281400
202204,78703,Commercial,9397100
202204,78703,Austin Water Utility,5500
202204,78703,City of Austin,3612700
202204,78703,Irrigation - City of Austin,191200
202204,78703,Irrigation - Commercial,1676700
202204,78704,Austin Water Utility,2800
202204,78704,Irrigation - Commercial,4320300
202204,78704,City of Austin,1014600
202204,78704,Commercial,29913900
202204,78704,Irrigation - City of Austin,188600
202204,78705,Large Volume,1368500
202204,78705,Austin Water Utility,0
202204,78705,Commercial,26926000
202204,78705,City of Austin,73900
202204,78705,Irrigation - Commercial,3253300
202204,78705,Irrigation - City of Austin,6100
202204,78712,Large Volume,15568000
202204,78712,Irrigation - Large Volume,844000
202204,78712,Irrigation - Commercial,362800
202204,78712,Commercial,9059100
202204,78717,Austin Water Utility,0
202204,78717,Irrigation - City of Austin,0
202204,78717,City of Austin,0
202204,78717,Commercial,8639000
202204,78717,Irrigation - Commercial,6320700
202204,78719,City of Austin,5204800
202204,78719,Irrigation - Commercial,555100
202204,78719,Irrigation - City of Austin,19900
